Genus,Sample,Coverage,Coverage_effective,coverage_est,coverage_est_src,round,n50,qv,indels_per_100kb,error_rate,busco_complete,busco_single,busco_duplicated,busco_fragmented,busco_missing,busco_n,l50,auN,num_contigs,total_length,gc,expected_genome_size,assembly_frac,raw_total_bp,raw_read_n50,raw_read_n90,raw_mean_read_len,raw_n_reads,min_overlap,overlap_based_coverage,ovlp_div_initial,ovlp_median_div_first,ovlp_median_div_last,mean_edge_coverage,read_cov_cutoff,unique_cov_threshold,align_err_consensus,align_err_polishing,asm_total_length,asm_fragments,asm_frag_N50,asm_largest_frag,asm_mean_coverage,polish_mean_contig_cov,polish_selected_cov_threshold,ai_num_contigs,ai_total_bp,ai_mean_cov,ai_median_cov,ai_cov_cv,ai_circular_n,ai_circular_bp_frac,ai_repeat_bp_frac,ai_mult_gt1_n,ai_mult_gt1_bp_frac,ai_alt_groups_n,ai_alt_bp_frac,ai_low_cov_bp_frac,ai_short_bp_frac_10kb,ai_longest_len,ai_longest_cov,delta_qv,delta_busco_complete,delta_n50,delta_num_contigs,delta_error_rate,delta_error_improvement,assembly_error,delta_assembly_error,qv_improvement_rate,busco_per_contig,n50_fraction,cost_benefit_ratio,delta_qv_cumsum,delta_busco_complete_cumsum,score_improvement,gain_cumulative,qv_from_r1,n50_from_r1,error_rate_from_r1,busco_complete_from_r1,assembly_frac_from_r1,delta_qv_trend,delta_busco_complete_trend,score_improvement_trend,is_plateau,plateau_streak,completeness_score,assembly_quality,polishing_effectiveness
Xanthomonas_campestris,SRR27397526,20X,20X,20.0,log,5,4705701,10.40027591275004,9119.529125239063,0.09119529,75.0,75.0,0.0,19.0,6.0,116,1,4363679.8,3,5109463,65.05,5100000,1.0018554901960783,102097402,12071,6172,,7438,6000,16.0,0.0915033,0.0888594,0.0439861,17.0,3.0,31.0,0.142682,0.089705,5110444,3,4706131,4706131,18.0,18.0,4.0,3,5110444,14.666666666666666,18.0,0.4539769171690496,0,0.0,0.0,0,0.0,0,0.0,0.0027179634489684,0.0,4706131,19.0,-0.00033432259623467075,0.0,158.0,0.0,7.0199999999964735e-06,-7.0199999999964735e-06,0.0018554901960783354,3.039215686273522e-05,-6.686451924693415e-05,18.75,0.9209774254207487,-3.3432259623467074e-05,-0.005687464096560291,-3.4000000000000057,-0.00013209382280759407,-1.0222994634817628,-0.005687464096560291,-4,0.00011935000000000417,-3.4000000000000057,-6.078431372680271e-06,-0.0021470711656732533,0.9000000000000057,0.2691336241219677,1,1,0.6816035324999999,0.1871520955882353,-2.201563713459901e-05
Xanthomonas_campestris,SRR27397526,40X,40X,40.0,log,1,5059648,10.40736315348645,9104.658646971991,0.09104659,87.1,87.1,0.0,9.5,3.4,116,1,5059648.0,1,5059648,65.03,5100000,0.992087843137255,205785703,12088,6207,,15034,6000,33.0,0.0914856,0.0919005,0.0433215,35.0,7.0,64.0,0.147416,0.088151,5058602,1,5058602,5058602,40.0,40.0,8.0,1,5058602,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058602,40.0,,,,,,,0.007912156862745046,,,43.55,0.9999998023578316,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.7916984201099999,0.43205425568627454,0.0
Xanthomonas_campestris,SRR27397526,40X,40X,40.0,log,2,5059725,10.394825133476877,9130.9826698934,0.09130982,87.1,87.1,0.0,9.5,3.4,116,1,5059725.0,1,5059725,65.03,5100000,0.9921029411764706,205785703,12088,6207,,15034,6000,33.0,0.0914856,0.0919005,0.0433215,35.0,7.0,64.0,0.147416,0.088151,5058602,1,5058602,5058602,40.0,40.0,8.0,1,5058602,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058602,40.0,-0.012538020009573714,0.0,77.0,0.0,0.0002632300000000032,-0.0002632300000000032,0.007897058823529424,-1.5098039215621917e-05,-0.006269010004786857,43.55,0.9999998023608393,-0.0031345050023934284,-0.012538020009573714,0.0,-0.005069363807751049,-0.005069363807751049,-0.012538020009573714,77,0.0002632300000000032,0.0,1.5098039215621917e-05,,,-0.005069363807751049,1,2,0.79146914678,0.4320608308823529,-0.0016897879359170163
Xanthomonas_campestris,SRR27397526,40X,40X,40.0,log,3,5059602,10.393724195705405,9133.297162520848,0.09133297,87.9,87.9,0.0,8.6,3.4,116,1,5059602.0,1,5059602,65.03,5100000,0.9920788235294118,205785703,12088,6207,,15034,6000,33.0,0.0914856,0.0919005,0.0433215,35.0,7.0,64.0,0.147416,0.088151,5058602,1,5058602,5058602,40.0,40.0,8.0,1,5058602,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058602,40.0,-0.0011009377714721325,0.8000000000000114,-123.0,0.0,2.314999999999956e-05,-2.314999999999956e-05,0.00792117647058821,2.4117647058785607e-05,-0.0003669792571573775,43.95,0.9999998023560347,0.13314984370475655,-0.013638957781045846,0.8000000000000114,0.23955740665612044,0.23448804284836938,-0.013638957781045846,-46,0.00028638000000000274,0.8000000000000114,-9.01960784316369e-06,0.011437082238101581,0.8000000000000114,0.2446267704638715,0,0,0.79871831937,0.4360186429411765,0.05988935166403011
Xanthomonas_campestris,SRR27397526,40X,40X,40.0,log,4,5059441,10.39550913947568,9129.544098236103,0.09129544,86.2,86.2,0.0,11.2,2.6,116,1,5059441.0,1,5059441,65.03,5100000,0.9920472549019608,205785703,12088,6207,,15034,6000,33.0,0.0914856,0.0919005,0.0433215,35.0,7.0,64.0,0.147416,0.088151,5058602,1,5058602,5058602,40.0,40.0,8.0,1,5058602,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058602,40.0,0.0017849437702750492,-1.7000000000000028,-161.0,0.0,-3.752999999999396e-05,3.752999999999396e-05,0.007952745098039227,3.1568627451017406e-05,0.0004462359425687623,43.1,0.9999998023497453,-0.21227688202871597,-0.011854014010770797,-0.8999999999999915,-0.5092753596291457,-0.27478731678077634,-0.011854014010770797,-207,0.0002488500000000088,-0.8999999999999915,-4.0588235294181096e-05,0.0028858815417471817,-2.500000000000014,-0.7488327662852662,0,0,0.78330333072,0.4275723668627451,-0.10185507192582914
Xanthomonas_campestris,SRR27397526,40X,40X,40.0,log,5,5058804,10.396033395020227,9128.442023060634,0.09128442,85.3,85.3,0.0,10.3,4.3,116,1,5058804.0,1,5058804,65.03,5100000,0.9919223529411764,205785703,12088,6207,,15034,6000,33.0,0.0914856,0.0919005,0.0433215,35.0,7.0,64.0,0.147416,0.088151,5058602,1,5058602,5058602,40.0,40.0,8.0,1,5058602,40.0,40.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058602,40.0,0.0005242555445477137,-0.9000000000000057,-637.0,0.0,-1.1020000000000474e-05,1.1020000000000474e-05,0.008077647058823634,0.00012490196078440707,0.00010485110890954275,42.65,0.9999998023248573,-0.0899475744455458,-0.011329758466223083,-1.7999999999999972,-0.26977560358610414,-0.5445629203668805,-0.011329758466223083,-844,0.0002378300000000083,-1.7999999999999972,-0.00016549019607858817,-0.0012606882257273355,0.7999999999999972,0.23949975604304158,0,0,0.7751343897399999,0.42305488352941173,-0.044962600597684026
Xanthomonas_campestris,SRR27397526,FULL,78X,78.0,log,1,5058987,10.402683895969371,9114.474104934698,0.09114474,89.7,89.7,0.0,6.9,3.4,116,1,5058987.0,1,5058987,65.03,5100000,0.9919582352941176,398311814,12018,6172,,29236,6000,63.0,0.0951958,0.0942839,0.0432223,69.0,14.0,120.0,0.149492,0.087978,5058433,1,5058433,5058433,77.0,77.0,15.0,1,5058433,77.0,77.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058433,77.0,,,,,,,0.00804176470588236,,,44.85,0.9999998023320079,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.81524316822,0.44489326852941175,0.0
Xanthomonas_campestris,SRR27397526,FULL,78X,78.0,log,2,5059623,10.396930294659937,9126.556423627024,0.09126557,87.1,87.1,0.0,8.6,4.3,116,1,5059623.0,1,5059623,65.04,5100000,0.9920829411764706,398311814,12018,6172,,29236,6000,63.0,0.0951958,0.0942839,0.0432223,69.0,14.0,120.0,0.149492,0.087978,5058433,1,5058433,5058433,77.0,77.0,15.0,1,5058433,77.0,77.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058433,77.0,-0.005753601309434586,-2.6000000000000085,636.0,0.0,0.00012083000000000232,-0.00012083000000000232,0.007917058823529444,-0.0001247058823529157,-0.002876800654717293,43.55,0.9999998023568549,-0.6514384003273608,-0.005753601309434586,-2.6000000000000085,-0.7823380771120116,-0.7823380771120116,-0.005753601309434586,636,0.00012083000000000232,-2.6000000000000085,0.0001247058823529157,,,-0.7823380771120116,0,0,0.79150768853,0.43205212088235295,-0.26077935903733723
Xanthomonas_campestris,SRR27397526,FULL,78X,78.0,log,3,5060296,10.391116823763994,9138.783179419075,0.09138782,86.2,86.2,0.0,8.6,5.2,116,1,5060296.0,1,5060296,65.04,5100000,0.9922149019607844,398311814,12018,6172,,29236,6000,63.0,0.0951958,0.0942839,0.0432223,69.0,14.0,120.0,0.149492,0.087978,5058433,1,5058433,5058433,77.0,77.0,15.0,1,5058433,77.0,77.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058433,77.0,-0.00581347089594253,-0.8999999999999915,673.0,0.0,0.00012224999999999042,-0.00012224999999999042,0.0077850980392155655,-0.00013196078431387814,-0.0019378236319808433,43.1,0.9999998023831408,-0.150968911815989,-0.011567072205377116,-3.5,-0.2723630344368058,-1.0547011115488174,-0.011567072205377116,1309,0.00024307999999999275,-3.5,0.00025666666666679383,-5.9869586507943495e-05,1.700000000000017,0.5099750426752059,0,0,0.78322369916,0.42764462274509807,-0.06809075860920145
Xanthomonas_campestris,SRR27397526,FULL,78X,78.0,log,4,5059513,10.3852807509522,9151.070776123965,0.09151071,83.6,83.6,0.0,11.2,5.2,116,1,5059513.0,1,5059513,65.04,5100000,0.9920613725490196,398311814,12018,6172,,29236,6000,63.0,0.0951958,0.0942839,0.0432223,69.0,14.0,120.0,0.149492,0.087978,5058433,1,5058433,5058433,77.0,77.0,15.0,1,5058433,77.0,77.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058433,77.0,-0.005836072811794324,-2.6000000000000085,-783.0,0.0,0.0001228900000000005,-0.0001228900000000005,0.007938627450980396,0.00015352941176483004,-0.001459018202948581,41.8,0.9999998023525579,-0.32572950910147536,-0.01740314501717144,-6.1000000000000085,-0.7823436541835438,-1.8370447657323612,-0.01740314501717144,526,0.00036596999999999325,-6.1000000000000085,0.00010313725490196379,-2.2601915851794274e-05,-1.700000000000017,-0.509980619746738,0,0,0.7594970464399999,0.41468165372549015,-0.15646873083670876
Xanthomonas_campestris,SRR27397526,FULL,78X,78.0,log,5,5059765,10.390938619393427,9139.15693320275,0.09139157,87.1,87.1,0.0,8.6,4.3,116,1,5059765.0,1,5059765,65.04,5100000,0.9921107843137256,398311814,12018,6172,,29236,6000,63.0,0.0951958,0.0942839,0.0432223,69.0,14.0,120.0,0.149492,0.087978,5058433,1,5058433,5058433,77.0,77.0,15.0,1,5058433,77.0,77.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5058433,77.0,0.00565786844122762,3.5,252.0,0.0,-0.00011913999999998981,0.00011913999999998981,0.007889215686274431,-4.941176470596442e-05,0.001131573688245524,43.55,0.9999998023624017,0.35056578684412276,-0.01174527657594382,-2.6000000000000085,1.0522820342000205,-0.7847627315323407,-0.01174527657594382,778,0.00024683000000000344,-2.6000000000000085,0.00015254901960792822,0.011493941253021944,6.1000000000000085,1.8346256883835643,0,0,0.7913979425300001,0.43206424656862746,0.17538033903333675
Staphylococcus,SRR28110421,10X,10X,9.0,log,1,2102846,11.447850175348515,7164.9806176493485,0.0716498,39.7,39.7,0.0,44.0,16.4,116,1,1754581.0,4,2610156,33.04,2900000,0.9000537931034482,28765648,8467,2622,,3107,3000,9.0,0.0739425,0.0733235,0.0339134,9.0,3.0,17.0,0.116807,0.072734,2611550,4,2103731,2103731,10.0,10.0,3.0,4,2611550,26.25,10.5,1.2384858968532746,1,0.0016974593632134,0.0016974593632134,1,0.0016974593632134,0,0.0,0.0,0.0016974593632134,2103731,11.0,,,,,,,0.09994620689655176,,,7.94,0.8056396607560388,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.3685550294,0.0714642711724138,0.0
Staphylococcus,SRR28110421,10X,10X,9.0,log,2,2102500,11.420406419415784,7210.399353053661,0.072104,39.7,39.7,0.0,44.0,16.4,116,1,1754236.9,4,2609839,33.05,2900000,0.8999444827586207,28765648,8467,2622,,3107,3000,9.0,0.0739425,0.0733235,0.0339134,9.0,3.0,17.0,0.116807,0.072734,2611550,4,2103731,2103731,10.0,10.0,3.0,4,2611550,26.25,10.5,1.2384858968532746,1,0.0016974593632134,0.0016974593632134,1,0.0016974593632134,0,0.0,0.0,0.0016974593632134,2103731,11.0,-0.027443755932731406,0.0,-346.0,0.0,0.0004542000000000018,-0.0004542000000000018,0.10005551724137929,0.000109310344827529,-0.013721877966365703,7.94,0.8056049412990834,-0.0068609389831828516,-0.027443755932731406,0.0,-0.011057411338609812,-0.011057411338609812,-0.027443755932731406,-346,0.0004542000000000018,0.0,-0.000109310344827529,,,-0.011057411338609812,1,2,0.36837471200000005,0.0714555919310345,-0.0036858037795366038
Staphylococcus,SRR28110421,10X,10X,9.0,log,3,2102791,11.42559365643117,7201.793490559144,0.07201793,36.2,36.2,0.0,45.7,18.1,116,1,1754551.8,4,2610053,33.05,2900000,0.900018275862069,28765648,8467,2622,,3107,3000,9.0,0.0739425,0.0733235,0.0339134,9.0,3.0,17.0,0.116807,0.072734,2611550,4,2103731,2103731,10.0,10.0,3.0,4,2611550,26.25,10.5,1.2384858968532746,1,0.0016974593632134,0.0016974593632134,1,0.0016974593632134,0,0.0,0.0,0.0016974593632134,2103731,11.0,0.005187237015386259,-3.5,291.0,0.0,-8.607000000000753e-05,8.607000000000753e-05,0.09998172413793105,-7.379310344823864e-05,0.001729079005128753,7.24,0.805650381179853,-0.582468793830769,-0.022256518917345147,-3.5,-1.0479152705041903,-1.0589726818428,-0.022256518917345147,-55,0.0003681299999999943,-3.5,-3.5517241379290354e-05,0.032630992948117665,-3.5,-1.0368578591655806,0,0,0.33592950934000004,0.0651613231724138,-0.2619788176260476
Staphylococcus,SRR28110421,10X,10X,9.0,log,4,2102525,11.420732887373989,7209.858597409682,0.07209858,37.9,37.9,0.0,44.0,18.1,116,1,1754266.7,4,2609854,33.05,2900000,0.8999496551724138,28765648,8467,2622,,3107,3000,9.0,0.0739425,0.0733235,0.0339134,9.0,3.0,17.0,0.116807,0.072734,2611550,4,2103731,2103731,10.0,10.0,3.0,4,2611550,26.25,10.5,1.2384858968532746,1,0.0016974593632134,0.0016974593632134,1,0.0016974593632134,0,0.0,0.0,0.0016974593632134,2103731,11.0,-0.004860769057181358,1.6999999999999957,-266.0,0.0,8.065000000000155e-05,-8.065000000000155e-05,0.10005034482758624,6.862068965518553e-05,-0.0012151922642953394,7.58,0.8056098902046283,0.2118924038678518,-0.027117287974526505,-1.8000000000000043,0.5080464244460916,-0.5509262573967084,-0.027117287974526505,-321,0.00044877999999999585,-1.8000000000000043,-0.00010413793103447588,-0.010048006072567617,5.199999999999996,1.555961694950282,0,0,0.35167463818,0.06821618386206897,0.10160928488921832
Staphylococcus,SRR28110421,10X,10X,9.0,log,5,2102660,11.424239447366038,7204.039158784653,0.07204039,37.1,37.1,0.0,44.8,18.1,116,1,1754425.3,4,2609928,33.05,2900000,0.8999751724137931,28765648,8467,2622,,3107,3000,9.0,0.0739425,0.0733235,0.0339134,9.0,3.0,17.0,0.116807,0.072734,2611550,4,2103731,2103731,10.0,10.0,3.0,4,2611550,26.25,10.5,1.2384858968532746,1,0.0016974593632134,0.0016974593632134,1,0.0016974593632134,0,0.0,0.0,0.0016974593632134,2103731,11.0,0.003506559992048963,-0.7999999999999972,135.0,0.0,-5.818999999999963e-05,5.818999999999963e-05,0.1000248275862069,-2.5517241379335864e-05,0.0007013119984097926,7.42,0.8056387740815938,-0.07964934400079482,-0.023610727982477542,-2.6000000000000014,-0.23858828972731747,-0.7895145471240259,-0.023610727982477542,-186,0.0003905899999999962,-2.6000000000000014,-7.862068965514002e-05,0.008367329049230321,-2.499999999999993,-0.7466347141734091,0,0,0.34427301531000004,0.06677815779310345,-0.03976471495455291
Staphylococcus,SRR28110421,20X,20X,20.0,log,1,2605222,11.43899388170081,7179.606534855058,0.07179606,53.4,53.4,0.0,30.2,16.4,116,1,2600800.1,2,2609659,33.07,2900000,0.8998824137931034,58617634,8529,2623,,6344,3000,19.0,0.074635,0.0759792,0.0336365,19.0,4.0,35.0,0.119214,0.0717,2609528,2,2605100,2605100,22.0,22.0,4.0,2,2609528,86.5,86.5,1.0545291881279149,2,1.0,0.0016968585889862,1,0.0016968585889862,0,0.0,0.0,0.0016968585889862,2605100,22.0,,,,,,,0.10011758620689659,,,17.8,0.9982993953235287,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.49566090396,0.1601790696551724,0.0
Staphylococcus,SRR28110421,20X,20X,20.0,log,2,2605224,11.42187270592702,7207.966152596501,0.07207966,52.6,52.6,0.0,31.9,15.5,116,1,2600801.1,2,2609662,33.07,2900000,0.8998834482758621,58617634,8529,2623,,6344,3000,19.0,0.074635,0.0759792,0.0336365,19.0,4.0,35.0,0.119214,0.0717,2609528,2,2605100,2605100,22.0,22.0,4.0,2,2609528,86.5,86.5,1.0545291881279149,2,1.0,0.0016968585889862,1,0.0016968585889862,0,0.0,0.0,0.0016968585889862,2605100,22.0,-0.017121175773789687,-0.7999999999999972,2.0,0.0,0.00028360000000000885,-0.00028360000000000885,0.10011655172413791,-1.0344827586772354e-06,-0.008560587886894844,17.533333333333335,0.9982990140872595,-0.2042802939434467,-0.017121175773789687,-0.7999999999999972,-0.24690529375779088,-0.24690529375779088,-0.017121175773789687,2,0.00028360000000000885,-0.7999999999999972,1.0344827586772354e-06,,,-0.24690529375779088,0,0,0.48808609884000004,0.15777956459770115,-0.08230176458593029
Staphylococcus,SRR28110421,20X,20X,20.0,log,3,2605298,11.4211738387767,7209.125904214096,0.07209126,50.9,50.9,0.0,33.6,15.5,116,1,2600876.1,2,2609735,33.07,2900000,0.8999086206896552,58617634,8529,2623,,6344,3000,19.0,0.074635,0.0759792,0.0336365,19.0,4.0,35.0,0.119214,0.0717,2609528,2,2605100,2605100,22.0,22.0,4.0,2,2609528,86.5,86.5,1.0545291881279149,2,1.0,0.0016968585889862,1,0.0016968585889862,0,0.0,0.0,0.0016968585889862,2605100,22.0,-0.0006988671503211918,-1.7000000000000028,74.0,0.0,1.1600000000000499e-05,-1.1600000000000499e-05,0.10009137931034484,-2.5172413793073112e-05,-0.00023295571677373061,16.966666666666665,0.9982994448480612,-0.2834498111917207,-0.01782004292411088,-2.5,-0.5102843841015086,-0.7571896778592995,-0.01782004292411088,76,0.00029520000000000934,-2.5,2.6206896551750347e-05,0.016422308623468496,-0.9000000000000057,-0.26337909034371765,0,0,0.47230554866,0.15268449597701148,-0.12757109602537714
Staphylococcus,SRR28110421,20X,20X,20.0,log,4,2605150,11.4189285855388,7212.853804619582,0.07212854,51.7,51.7,0.0,32.8,15.5,116,1,2600727.1,2,2609588,33.07,2900000,0.8998579310344827,58617634,8529,2623,,6344,3000,19.0,0.074635,0.0759792,0.0336365,19.0,4.0,35.0,0.119214,0.0717,2609528,2,2605100,2605100,22.0,22.0,4.0,2,2609528,86.5,86.5,1.0545291881279149,2,1.0,0.0016968585889862,1,0.0016968585889862,0,0.0,0.0,0.0016968585889862,2605100,22.0,-0.0022452532378984813,0.8000000000000043,-148.0,0.0,3.7280000000000646e-05,-3.7280000000000646e-05,0.10014206896551725,5.0689655172408976e-05,-0.0005613133094746203,17.233333333333334,0.9982989658524771,0.09971934334526322,-0.02006529616200936,-1.6999999999999957,0.23909951167035914,-0.5180901661889403,-0.02006529616200936,-72,0.00033248000000001,-1.6999999999999957,-2.448275862065863e-05,-0.0015463860875772895,2.500000000000007,0.7493838957718677,0,0,0.47970954482,0.1550755167816092,0.04781990233407183
Staphylococcus,SRR28110421,20X,20X,20.0,log,5,2605240,11.422030569077704,7207.703729950019,0.07207704,53.4,53.4,0.0,31.0,15.5,116,1,2600818.1,2,2609677,33.06,2900000,0.8998886206896551,58617634,8529,2623,,6344,3000,19.0,0.074635,0.0759792,0.0336365,19.0,4.0,35.0,0.119214,0.0717,2609528,2,2605100,2605100,22.0,22.0,4.0,2,2609528,86.5,86.5,1.0545291881279149,2,1.0,0.0016968585889862,1,0.0016968585889862,0,0.0,0.0,0.0016968585889862,2605100,22.0,0.003101983538902786,1.6999999999999957,90.0,0.0,-5.150000000000987e-05,5.150000000000987e-05,0.10011137931034486,-3.0689655172388974e-05,0.0006203967077805572,17.8,0.998299407053284,0.17031019835388986,-0.016963312623106575,0.0,0.5112480244500426,-0.006842141738897745,-0.016963312623106575,18,0.0002809800000000001,0.0,6.206896551730345e-06,0.005347236776801267,0.8999999999999915,0.27214851277968344,0,0,0.49551086064,0.16018017448275862,0.0852080040750071
Staphylococcus,SRR28110421,FULL,231X,231.0,log,1,2605635,11.44150978516764,7175.447938320638,0.07175448,67.2,67.2,0.0,23.3,9.5,116,1,2601219.0,2,2610066,33.07,2900000,0.9000227586206897,670250771,8498,2619,,72961,3000,219.0,0.0821487,0.0815303,0.0333022,223.0,45.0,411.0,0.12177,0.071145,2608571,2,2604145,2604145,267.0,267.0,53.0,2,2608571,987.0,987.0,1.034510832860562,2,1.0,0.0016967144080034,1,0.0016967144080034,0,0.0,0.0,0.0016967144080034,2604145,265.0,,,,,,,0.0999772413793103,,,22.400000000000002,0.9983019592983629,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.62378098944,0.2016050979310345,0.0
Staphylococcus,SRR28110421,FULL,231X,231.0,log,2,2605694,11.416512380853328,7216.868017830565,0.07216868,64.7,64.7,0.0,24.1,11.2,116,1,2601274.1,2,2610129,33.07,2900000,0.9000444827586207,670250771,8498,2619,,72961,3000,219.0,0.0821487,0.0815303,0.0333022,223.0,45.0,411.0,0.12177,0.071145,2608571,2,2604145,2604145,267.0,267.0,53.0,2,2608571,987.0,987.0,1.034510832860562,2,1.0,0.0016967144080034,1,0.0016967144080034,0,0.0,0.0,0.0016967144080034,2604145,265.0,-0.024997404314310856,-2.5,59.0,0.0,0.00041420000000000345,-0.00041420000000000345,0.0999555172413793,-2.1724137931000698e-05,-0.012498702157155428,21.566666666666666,0.9983004677927919,-0.6312493510785777,-0.024997404314310856,-2.5,-0.7600839741395174,-0.7600839741395174,-0.024997404314310856,59,0.00041420000000000345,-2.5,2.1724137931000698e-05,,,-0.7600839741395174,0,0,0.60030686404,0.19410959344827586,-0.25336132471317246
Staphylococcus,SRR28110421,FULL,231X,231.0,log,3,2605694,11.413915887864208,7221.184145285987,0.07221184,63.8,63.8,0.0,25.9,10.3,116,1,2601270.1,2,2610133,33.07,2900000,0.9000458620689655,670250771,8498,2619,,72961,3000,219.0,0.0821487,0.0815303,0.0333022,223.0,45.0,411.0,0.12177,0.071145,2608571,2,2604145,2604145,267.0,267.0,53.0,2,2608571,987.0,987.0,1.034510832860562,2,1.0,0.0016967144080034,1,0.0016967144080034,0,0.0,0.0,0.0016967144080034,2604145,265.0,-0.002596492989120236,-0.9000000000000057,0.0,0.0,4.316000000000042e-05,-4.316000000000042e-05,0.09995413793103447,-1.3793103448289656e-06,-0.0008654976630400787,21.266666666666666,0.998298937908935,-0.150432748831521,-0.027593897303431092,-3.4000000000000057,-0.27104736712668426,-1.0311313412662018,-0.027593897303431092,59,0.0004573600000000039,-3.4000000000000057,2.3103448275829663e-05,0.02240091132519062,1.5999999999999943,0.4890366070128332,0,0,0.59192884608,0.19140975333333335,-0.06776184178167106
Staphylococcus,SRR28110421,FULL,231X,231.0,log,4,2605803,11.41556468556403,7218.442710208833,0.07218443,64.7,64.7,0.0,23.3,12.1,116,1,2601375.1,2,2610246,33.07,2900000,0.9000848275862069,670250771,8498,2619,,72961,3000,219.0,0.0821487,0.0815303,0.0333022,223.0,45.0,411.0,0.12177,0.071145,2608571,2,2604145,2604145,267.0,267.0,53.0,2,2608571,987.0,987.0,1.034510832860562,2,1.0,0.0016967144080034,1,0.0016967144080034,0,0.0,0.0,0.0016967144080034,2604145,265.0,0.0016487976998220688,0.9000000000000057,109.0,0.0,-2.7410000000005486e-05,2.7410000000005486e-05,0.09991517241379311,-3.896551724136277e-05,0.0004121994249555172,21.566666666666666,0.9982974791274543,0.11270609971247847,-0.025945099603609023,-2.5,0.2706611045282064,-0.7604702367379953,-0.025945099603609023,168,0.0004299499999999984,-2.5,6.206896551719243e-05,0.004245290688942305,1.8000000000000114,0.5417084716548907,0,0,0.6002966737900001,0.19411829448275864,0.05413222090564128
Staphylococcus,SRR28110421,FULL,231X,231.0,log,5,2605808,11.413926111969952,7221.16683092732,0.07221167,68.1,68.1,0.0,21.6,10.3,116,1,2601389.1,2,2610242,33.07,2900000,0.9000834482758621,670250771,8498,2619,,72961,3000,219.0,0.0821487,0.0815303,0.0333022,223.0,45.0,411.0,0.12177,0.071145,2608571,2,2604145,2604145,267.0,267.0,53.0,2,2608571,987.0,987.0,1.034510832860562,2,1.0,0.0016967144080034,1,0.0016967144080034,0,0.0,0.0,0.0016967144080034,2604145,265.0,-0.0016385735940787072,3.3999999999999915,5.0,0.0,2.72400000000117e-05,-2.72400000000117e-05,0.09991655172413794,1.3793103448289656e-06,-0.0003277147188157414,22.7,0.9983009244733153,0.33983614264059125,-0.02758367319768773,0.8999999999999915,1.0193392604934002,0.2588690237554049,-0.02758367319768773,173,0.0004571900000000101,0.8999999999999915,6.0689655172363466e-05,-0.003287371293900776,2.499999999999986,0.7486781559651938,0,0,0.63182385273,0.20431894275862067,0.16988987674890002
Staphylococcus,SRR28110421,40X,40X,40.0,log,1,2605846,11.452726236660553,7156.940061231097,0.0715694,59.5,59.5,0.0,31.0,9.5,116,1,2601423.1,2,2610284,33.08,2900000,0.9000979310344828,117134400,8510,2608,,12683,3000,38.0,0.0778326,0.0783064,0.0333233,38.0,8.0,71.0,0.121554,0.071681,2609919,2,2605492,2605492,45.0,45.0,9.0,2,2609919,184.0,184.0,1.068346115053588,2,1.0,0.0016962212237238,1,0.0016962212237238,0,0.0,0.0,0.0016962212237238,2605492,45.0,,,,,,,0.09990206896551723,,,19.833333333333332,0.9982994194120566,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.5524162069999999,0.17851942298850573,0.0
Staphylococcus,SRR28110421,40X,40X,40.0,log,2,2605802,11.433777332415625,7188.235208844505,0.07188235,62.9,62.9,0.0,26.7,10.3,116,1,2601380.1,2,2610239,33.07,2900000,0.9000824137931035,117134400,8510,2608,,12683,3000,38.0,0.0778326,0.0783064,0.0333233,38.0,8.0,71.0,0.121554,0.071681,2609919,2,2605492,2605492,45.0,45.0,9.0,2,2609919,184.0,184.0,1.068346115053588,2,1.0,0.0016962212237238,1,0.0016962212237238,0,0.0,0.0,0.0016962212237238,2605492,45.0,-0.01894890424492779,3.3999999999999986,-44.0,0.0,0.0003129499999999924,-0.0003129499999999924,0.0999175862068965,1.5517241379270352e-05,-0.009474452122463894,20.966666666666665,0.9982997732009317,0.8452627739387677,-0.01894890424492779,3.3999999999999986,1.0123594000261664,1.0123594000261664,-0.01894890424492779,-44,0.0003129499999999924,3.3999999999999986,-1.5517241379270352e-05,,,1.0123594000261664,0,0,0.58378600185,0.18871727942528738,0.33745313334205546
